Line,X,Y,Ch1,Ch2,Ch3,Ch4
Livs0125s2a,287591.38,2476410.8,-63.21,-21.75,-4.64,0.09
Livs0125s2a,287591.47,2476410.81,-62.87,-21.9,-4.78,0.08
Livs0125s2a,287591.57,2476410.81,-62.94,-21.66,-4.88,0.09
Livs0125s2a,287591.67,2476410.81,-62.78,-21.73,-4.94,0.09
Livs0125s2a,287591.76,2476410.81,-62.88,-21.98,-4.95,0.09
Livs0125s2a,287591.86,2476410.82,-63.33,-21.9,-4.72,-0.08
Livs0125s2a,287591.95,2476410.82,-64.15,-21.42,-4.78,-0.06
Livs0125s2a,287592.05,2476410.82,-64.37,-20.69,-4.72,-0.06
Livs0125s2a,287592.14,2476410.82,-64.13,-20.29,-4.72,0.01
Livs0125s2a,287592.24,2476410.82,-63.83,-19.99,-4.64,0.08
Livs0125s2a,287592.34,2476410.82,-63.44,-19.49,-4.46,0.09
Livs0125s2a,287592.42,2476410.82,-62.17,-18.29,-3.97,0.32
Livs0125s2a,287592.51,2476410.82,-56.6,-14.43,-2.53,1.06
Livs0125s2a,287592.6,2476410.82,-48.88,-8.73,0.05,2.34
Livs0125s2a,287592.68,2476410.81,-37.02,-0.2,6.55,5.4
Livs0125s2a,287592.76,2476410.81,-21.26,11.14,13.14,8.37
Livs0125s2a,287592.86,2476410.81,-2.42,24.64,20.69,12.08
Livs0125s2a,287592.95,2476410.8,22.43,41.85,28.09,15.54
Livs0125s2a,287593.04,2476410.8,32.9,49.1,33.48,17.94
Livs0125s2a,287593.13,2476410.8,35.61,50.54,35.33,19.08
Livs0125s2a,287593.21,2476410.8,29.34,44.98,32.29,17.71
Livs0125s2a,287593.3,2476410.8,15.78,34.22,26.81,14.97
Livs0125s2a,287593.39,2476410.8,-1.84,20.97,19.99,11.59
Livs0125s2a,287593.48,2476410.8,-26.18,3.27,13.3,8.3
Livs0125s2a,287593.57,2476410.8,-39.38,-5.9,5.52,4.68
Livs0125s2a,287593.66,2476410.8,-48.46,-12.09,1.5,3.15
Livs0125s2a,287593.75,2476410.8,-54.88,-16.28,-1.26,1.94
Livs0125s2a,287593.84,2476410.8,-59.31,-18.68,-2.87,1.22
Livs0125s2a,287593.93,2476410.8,-62.68,-20.36,-3.83,0.58
Livs0125s2a,287594.01,2476410.8,-63.82,-20.77,-4.38,0.26
Livs0125s2a,287594.1,2476410.8,-64.3,-20.85,-4.64,0.16
Livs0125s2a,287594.2,2476410.8,-64.63,-20.87,-4.72,0.09
Livs0125s2a,287594.28,2476410.8,-64.57,-20.78,-4.71,0.01
Livs0125s2a,287594.37,2476410.8,-64.48,-20.61,-4.71,0
Livs0125s2a,287594.45,2476410.8,-64.17,-20.77,-4.72,0.09
Livs0125s2a,287594.54,2476410.8,-64.02,-20.71,-4.95,0.02
Livs0125s2a,287594.62,2476410.8,-63.78,-20.8,-4.95,0.02
Livs0125s2a,287594.72,2476410.81,-63.84,-20.78,-5.04,0.01
Livs0125s2a,287594.8,2476410.81,-64.25,-20.71,-5.03,-0.07
Livs0125s2a,287594.89,2476410.81,-64.81,-20.53,-5.12,-0.08
Livs0125s2a,287594.98,2476410.81,-65.13,-20.38,-5.1,-0.15
Livs0125s2a,287595.05,2476410.81,-65.22,-20.46,-5.03,-0.07
Livs0125s2a,287595.14,2476410.8,-65.12,-20.7,-4.95,-0.06
Livs0125s2a,287595.22,2476410.81,-64.95,-21.18,-5.04,-0.06
Livs0125s2a,287595.29,2476410.8,-65.03,-21.09,-5.04,0.01
Livs0125s2a,287595.38,2476410.8,-64.87,-21.1,-4.88,0
Livs0125s2a,287595.45,2476410.8,-64.56,-21.1,-4.88,-0.06
Livs0125s2a,287595.54,2476410.8,-64.39,-20.86,-4.7,0.01
Livs0125s2a,287595.62,2476410.8,-63.98,-20.45,-4.63,0.08
Livs0125s2a,287595.7,2476410.8,-62.22,-19.73,-4.29,0.16
Livs0125s2a,287595.79,2476410.8,-60.13,-18.91,-3.58,0.5
Livs0125s2a,287595.87,2476410.8,-57.95,-17.47,-2.93,0.81
Livs0125s2a,287595.96,2476410.81,-55.77,-16.03,-2.22,1.14
Livs0125s2a,287596.04,2476410.81,-54.49,-14.98,-1.74,1.3
Livs0125s2a,287596.13,2476410.81,-54.4,-14.9,-1.65,1.38
Livs0125s2a,287596.22,2476410.81,-55.69,-15.62,-1.9,1.23
Livs0125s2a,287596.31,2476410.81,-57.31,-16.67,-2.52,0.98
Livs0125s2a,287596.4,2476410.82,-58.92,-17.71,-3.02,0.67
Livs0125s2a,287596.48,2476410.82,-60.04,-18.69,-3.41,0.49
Livs0125s2a,287596.57,2476410.82,-61.5,-19.9,-3.73,0.41
Livs0125s2a,287596.66,2476410.82,-62.22,-20.23,-4.05,0.32
Livs0125s2a,287596.77,2476410.81,-62.72,-20.46,-4.3,0.33
Livs0125s2a,287596.86,2476410.81,-63.29,-20.7,-4.48,0.09
Livs0125s2a,287596.96,2476410.8,-64.08,-21.03,-4.7,0.01
Livs0125s2a,287597.07,2476410.79,-64.72,-21.34,-4.88,-0.07
Livs0125s2a,287597.16,2476410.79,-64.8,-21.75,-4.94,-0.15
Livs0125s2a,287597.27,2476410.78,-64.79,-22.22,-5.02,-0.23
Livs0125s2a,287597.37,2476410.78,-64.63,-22.62,-5.12,-0.22
Livs0125s2a,287597.48,2476410.77,-64.56,-22.72,-5.18,-0.14
Livs0125s2a,287597.57,2476410.76,-64.64,-22.45,-5.27,-0.24
Livs0125s2a,287597.66,2476410.76,-65.44,-21.99,-5.42,-0.24
Livs0125s2a,287597.75,2476410.77,-65.68,-22.06,-5.43,-0.31
Livs0125s2a,287597.83,2476410.77,-65.92,-22.15,-5.51,-0.22
Livs0125s2a,287597.92,2476410.77,-65.84,-21.98,-5.51,-0.23
Livs0125s2a,287598,2476410.77,-65.59,-21.99,-5.42,-0.23
Livs0125s2a,287598.09,2476410.77,-64.94,-21.98,-5.35,-0.24
Livs0125s2a,287598.17,2476410.78,-64.4,-21.9,-5.19,-0.15
Livs0125s2a,287598.25,2476410.78,-64,-21.42,-5.04,-0.07
Livs0125s2a,287598.35,2476410.78,-63.2,-21.02,-4.78,0.09
Livs0125s2a,287598.42,2476410.78,-62.16,-20.46,-4.4,0.17
Livs0125s2a,287598.52,2476410.78,-60.47,-19.35,-4.06,0.41
Livs0125s2a,287598.61,2476410.79,-59.27,-18.22,-3.5,0.48
Livs0125s2a,287598.73,2476410.79,-57.91,-17.33,-2.79,0.9
Livs0125s2a,287598.81,2476410.79,-56.88,-16.62,-2.39,1.05
Livs0125s2a,287598.92,2476410.79,-56.23,-16.28,-2.13,1.23
Livs0125s2a,287599.03,2476410.8,-56.45,-16.2,-2.2,1.15
Livs0125s2a,287599.12,2476410.8,-56.68,-16.53,-2.36,1.06
Livs0125s2a,287599.22,2476410.8,-56.93,-16.93,-2.71,0.81
Livs0125s2a,287599.32,2476410.8,-56.93,-16.83,-2.7,0.81
Livs0125s2a,287599.42,2476410.81,-56.2,-16.37,-2.37,0.98
Livs0125s2a,287599.51,2476410.81,-54.43,-14.92,-1.8,1.22
Livs0125s2a,287599.57,2476410.81,-53.45,-14.26,-1.17,1.54
Livs0125s2a,287599.65,2476410.81,-53.39,-14.1,-0.94,1.71
Livs0125s2a,287599.72,2476410.82,-54.27,-14.5,-1.1,1.62
Livs0125s2a,287599.8,2476410.82,-55.31,-15.23,-1.57,1.46
Livs0125s2a,287599.87,2476410.82,-57.06,-16.43,-2.12,1.22
Livs0125s2a,287599.95,2476410.82,-59.47,-17.96,-2.79,0.91
Livs0125s2a,287600.03,2476410.83,-60.84,-18.94,-3.74,0.5
Livs0125s2a,287600.1,2476410.83,-62.05,-19.74,-4.14,0.34
Livs0125s2a,287600.18,2476410.83,-62.79,-20.45,-4.54,0.09
Livs0125s2a,287600.24,2476410.83,-63.51,-20.94,-4.87,0
Livs0125s2a,287600.32,2476410.82,-64.3,-21.17,-5.03,-0.07
Livs0125s2a,287600.39,2476410.82,-64.86,-21.35,-5.2,-0.15
Livs0125s2a,287600.47,2476410.81,-64.9,-21.59,-5.34,-0.32
Livs0125s2a,287600.55,2476410.81,-64.98,-21.84,-5.52,-0.32
Livs0125s2a,287600.62,2476410.8,-64.81,-22.06,-5.52,-0.32
Livs0125s2a,287600.69,2476410.8,-64.43,-22.08,-5.43,-0.3
Livs0125s2a,287600.76,2476410.8,-64.49,-21.83,-5.34,-0.31
Livs0125s2a,287600.83,2476410.79,-64.77,-21.66,-5.11,-0.16
Livs0125s2a,287600.91,2476410.79,-64.27,-21.59,-5.04,-0.24
Livs0125s2a,287600.99,2476410.79,-63.71,-21.5,-4.72,0.02
Livs0125s2a,287601.08,2476410.79,-62.65,-20.87,-4.47,0.08
Livs0125s2a,287601.15,2476410.78,-62,-19.83,-4.23,0.26
Livs0125s2a,287601.23,2476410.78,-60.96,-18.37,-3.58,0.57
Livs0125s2a,287601.31,2476410.78,-59.26,-16.93,-2.79,0.97
Livs0125s2a,287601.39,2476410.78,-56.68,-15.17,-1.65,1.55
Livs0125s2a,287601.46,2476410.78,-53.15,-12.66,-0.19,2.26
Livs0125s2a,287601.55,2476410.78,-46.55,-7.51,1.81,3.15
Livs0125s2a,287601.64,2476410.78,-41.09,-3.82,4.86,4.52
Livs0125s2a,287601.71,2476410.78,-36.2,-0.68,6.79,5.23
Livs0125s2a,287601.78,2476410.78,-32.4,1.4,7.93,5.79
Livs0125s2a,287601.86,2476410.78,-30.87,1.82,8.09,5.72
Livs0125s2a,287601.94,2476410.79,-32.64,-0.58,7.27,5.24
Livs0125s2a,287602.01,2476410.79,-35.62,-3.33,5.83,4.53
Livs0125s2a,287602.09,2476410.79,-38.27,-5.35,3.83,3.55
Livs0125s2a,287602.17,2476410.79,-38.92,-5.67,3.57,3.54
Livs0125s2a,287602.24,2476410.79,-36.92,-4.3,4.38,3.96
Livs0125s2a,287602.32,2476410.8,-31.95,-0.21,6.07,4.85
Livs0125s2a,287602.39,2476410.8,-28.98,2.54,7.76,5.56
Livs0125s2a,287602.48,2476410.8,-27.62,3.89,9.2,6.29
Livs0125s2a,287602.56,2476410.8,-28.66,3.16,9.04,6.28
Livs0125s2a,287602.66,2476410.8,-32.27,0.77,7.82,5.72
Livs0125s2a,287602.75,2476410.79,-40.22,-4.53,5.9,4.83
Livs0125s2a,287602.83,2476410.79,-46.08,-8.65,3.74,3.88
Livs0125s2a,287602.93,2476410.79,-51.23,-12.58,0.84,2.42
Livs0125s2a,287603.01,2476410.78,-55.73,-15.64,-0.93,1.7
Livs0125s2a,287603.11,2476410.78,-59.02,-17.89,-2.28,1.07
Livs0125s2a,287603.2,2476410.78,-62.14,-20.15,-3.33,0.58
Livs0125s2a,287603.29,2476410.78,-63.44,-21.09,-4.06,0.25
Livs0125s2a,287603.38,2476410.77,-64.4,-21.67,-4.7,0.01
Livs0125s2a,287603.45,2476410.78,-64.88,-21.83,-4.95,-0.15
Livs0125s2a,287603.54,2476410.78,-65.2,-21.99,-5.02,-0.07
Livs0125s2a,287603.61,2476410.79,-65.02,-21.82,-5.02,0.01
Livs0125s2a,287603.7,2476410.79,-64.37,-21.9,-4.95,0.01
Livs0125s2a,287603.78,2476410.79,-64.05,-22.29,-5.11,-0.16
Livs0125s2a,287603.86,2476410.8,-63.91,-22.45,-5.19,-0.23
Livs0125s2a,287603.95,2476410.8,-64.28,-22.22,-5.27,-0.31
Livs0125s2a,287604.02,2476410.81,-64.62,-21.9,-5.2,-0.4
Livs0125s2a,287604.11,2476410.81,-65.17,-21.42,-5.19,-0.32
Livs0125s2a,287604.18,2476410.81,-65.16,-20.94,-5.11,-0.24
Livs0125s2a,287604.26,2476410.8,-64.55,-20.52,-4.86,0.01
Livs0125s2a,287604.34,2476410.79,-63.33,-20.38,-4.63,0.1
Livs0125s2a,287604.41,2476410.78,-62.37,-20.2,-4.39,0.17
Livs0125s2a,287604.49,2476410.77,-61.72,-19.16,-4.21,0.25
Livs0125s2a,287604.56,2476410.76,-61.33,-18.6,-4.06,0.24
Livs0125s2a,287604.64,2476410.75,-60.94,-18.27,-3.89,0.34
Livs0125s2a,287604.71,2476410.74,-60.6,-18.27,-3.82,0.41
Livs0125s2a,287604.79,2476410.73,-60.21,-18.28,-3.82,0.4
Livs0125s2a,287604.87,2476410.73,-59.29,-18.51,-3.66,0.59
Livs0125s2a,287604.94,2476410.73,-58.81,-18.52,-3.59,0.58
Livs0125s2a,287605.01,2476410.74,-58.57,-18.35,-3.5,0.5
Livs0125s2a,287605.07,2476410.74,-58.33,-18.19,-3.42,0.49
Livs0125s2a,287605.14,2476410.75,-58.24,-18.2,-3.43,0.41
Livs0125s2a,287605.2,2476410.76,-58.23,-18.19,-3.49,0.42
Livs0125s2a,287605.26,2476410.77,-58.15,-17.78,-3.26,0.42
Livs0125s2a,287605.34,2476410.78,-58.06,-17.53,-3.1,0.49
Livs0125s2a,287605.4,2476410.79,-58.22,-17.22,-3,0.58
Livs0125s2a,287605.47,2476410.79,-58.38,-17.06,-2.93,0.66
Livs0125s2a,287605.53,2476410.8,-58.14,-17.05,-2.69,0.83
Livs0125s2a,287605.6,2476410.8,-58.37,-17.45,-2.76,0.9
Livs0125s2a,287605.67,2476410.79,-59.02,-18.01,-2.84,0.81
Livs0125s2a,287605.74,2476410.78,-59.58,-18.68,-3.24,0.59
Livs0125s2a,287605.81,2476410.77,-60.46,-19.31,-3.74,0.41
Livs0125s2a,287605.87,2476410.77,-61.35,-19.71,-4.05,0.34
Livs0125s2a,287605.94,2476410.76,-62.81,-20.2,-4.38,0.16
Livs0125s2a,287606.01,2476410.75,-63.45,-20.61,-4.7,0.08
Livs0125s2a,287606.08,2476410.74,-64.03,-21,-5.1,-0.14
Livs0125s2a,287606.15,2476410.73,-64.34,-21.57,-5.27,-0.15
Livs0125s2a,287606.21,2476410.73,-64.83,-21.72,-5.27,-0.32
Livs0125s2a,287606.3,2476410.74,-65.47,-21.72,-5.27,-0.4
Livs0125s2a,287606.37,2476410.75,-65.95,-21.65,-5.51,-0.4
Livs0125s2a,287606.46,2476410.77,-66.04,-21.41,-5.6,-0.63
Livs0125s2a,287606.54,2476410.78,-66.22,-21.57,-5.66,-0.71
Livs0125s2a,287606.63,2476410.8,-66.07,-21.82,-5.67,-0.7
Livs0125s2a,287606.71,2476410.81,-65.81,-22.06,-5.59,-0.62
Livs0125s2a,287606.8,2476410.83,-65.75,-22.06,-5.67,-0.62
Livs0125s2a,287606.88,2476410.84,-65.59,-21.99,-5.58,-0.56
Livs0125s2a,287606.96,2476410.86,-65.44,-21.83,-5.5,-0.48
Livs0125s2a,287607.05,2476410.87,-65.29,-21.66,-5.34,-0.4
Livs0125s2a,287607.12,2476410.86,-65.03,-21.65,-5.2,-0.3
Livs0125s2a,287607.18,2476410.85,-65.03,-21.42,-5.04,-0.22
Livs0125s2a,287607.26,2476410.83,-64.48,-21.43,-4.96,-0.06
Livs0125s2a,287607.32,2476410.82,-64,-21.19,-4.95,-0.08
Livs0125s2a,287607.39,2476410.8,-63.77,-20.7,-4.79,0.09
Livs0125s2a,287607.46,2476410.78,-63.27,-20.06,-4.47,0.16
Livs0125s2a,287607.53,2476410.77,-62,-19.48,-4.22,0.33
Livs0125s2a,287607.59,2476410.76,-60.79,-18.76,-3.74,0.58
Livs0125s2a,287607.66,2476410.74,-59.35,-17.65,-2.87,0.98
Livs0125s2a,287607.74,2476410.73,-57.76,-16.36,-2.14,1.14
Livs0125s2a,287607.81,2476410.73,-55.58,-14.77,-1.34,1.46
Livs0125s2a,287607.89,2476410.73,-51.17,-11.4,-0.14,2.11
Livs0125s2a,287607.97,2476410.73,-47.74,-9.05,1.16,2.6
Livs0125s2a,287608.06,2476410.73,-45.09,-6.98,2.85,3.64
Livs0125s2a,287608.13,2476410.73,-43.49,-5.93,3.41,3.88
Livs0125s2a,287608.22,2476410.72,-43.24,-5.77,3.49,3.79
Livs0125s2a,287608.3,2476410.73,-44.44,-6.97,3.25,3.56
Livs0125s2a,287608.37,2476410.73,-45.72,-8.26,2.6,3.31
Livs0125s2a,287608.46,2476410.73,-47.41,-9.63,1.63,2.92
Livs0125s2a,287608.53,2476410.73,-49.59,-11.23,0.84,2.42
Livs0125s2a,287608.62,2476410.74,-51.83,-12.93,-0.14,2.02
Livs0125s2a,287608.7,2476410.76,-54.09,-14.51,-1.01,1.45
Livs0125s2a,287608.79,2476410.77,-56.81,-16.44,-1.81,1.14
Livs0125s2a,287608.88,2476410.79,-58.42,-17.58,-2.78,0.73
Livs0125s2a,287608.95,2476410.8,-59.71,-18.47,-3.42,0.41
Livs0125s2a,287609.05,2476410.82,-60.66,-19.26,-3.9,0.17
Livs0125s2a,287609.12,2476410.83,-61.63,-19.75,-4.23,0.01
Livs0125s2a,287609.21,2476410.85,-62.44,-20.24,-4.38,0.01
Livs0125s2a,287609.3,2476410.86,-62.83,-20.71,-4.47,0.01
Livs0125s2a,287609.38,2476410.87,-63.25,-20.95,-4.72,-0.07
Livs0125s2a,287609.46,2476410.86,-63.74,-21.13,-4.87,-0.08
Livs0125s2a,287609.52,2476410.85,-64.06,-21.19,-4.78,0.01
Livs0125s2a,287609.6,2476410.83,-64.63,-21.22,-4.95,-0.07
Livs0125s2a,287609.66,2476410.82,-64.72,-21.29,-4.94,-0.08
Livs0125s2a,287609.75,2476410.81,-64.58,-21.6,-5.12,-0.24
Livs0125s2a,287609.82,2476410.8,-64.32,-22.1,-5.29,-0.31
Livs0125s2a,287609.89,2476410.78,-64.42,-22.18,-5.43,-0.23
Livs0125s2a,287609.97,2476410.77,-64.51,-21.95,-5.44,-0.31
Livs0125s2a,287610.03,2476410.76,-64.9,-21.78,-5.53,-0.39
Livs0125s2a,287610.11,2476410.75,-65.41,-21.55,-5.75,-0.46
Livs0125s2a,287610.2,2476410.75,-65.9,-21.61,-5.68,-0.47
Livs0125s2a,287610.29,2476410.75,-65.81,-21.7,-5.6,-0.56
Livs0125s2a,287610.38,2476410.75,-65.26,-21.95,-5.45,-0.48
Livs0125s2a,287610.46,2476410.74,-64.94,-21.86,-5.35,-0.4
Livs0125s2a,287610.55,2476410.74,-64.15,-21.47,-5.28,-0.3
Livs0125s2a,287610.63,2476410.74,-63.1,-20.99,-4.88,-0.15
Livs0125s2a,287610.72,2476410.74,-62.13,-20.09,-4.56,-0.07
Livs0125s2a,287610.8,2476410.74,-61,-19.06,-4.24,0.01
Livs0125s2a,287610.89,2476410.73,-58.6,-17.29,-3.74,0.09
Livs0125s2a,287610.99,2476410.73,-56.36,-15.92,-2.72,0.5
Livs0125s2a,287611.08,2476410.74,-53.71,-14.56,-2.08,0.89
Livs0125s2a,287611.18,2476410.74,-51.04,-13.36,-1.34,1.23
Livs0125s2a,287611.27,2476410.74,-49.2,-12.47,-0.78,1.38
Livs0125s2a,287611.38,2476410.75,-48,-11.75,-0.37,1.63
Livs0125s2a,287611.46,2476410.75,-48.65,-12.23,-0.37,1.69
Livs0125s2a,287611.57,2476410.75,-50.43,-13.2,-0.86,1.55
Livs0125s2a,287611.67,2476410.76,-52.7,-14.41,-1.51,1.38
Livs0125s2a,287611.77,2476410.76,-55.34,-15.85,-2.31,1.05
